i,j,p,t,level,marginal,lower,upper,scale
Austria,Austria,housing,8,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,9,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,10,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,11,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,12,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,13,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,14,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,15,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,16,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,17,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,18,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,19,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,20,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,21,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,22,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,23,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,24,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,25,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,26,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,27,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,28,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,29,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,30,0.0,-0.0,0.0,inf,1.0
Austria,Austria,housing,31,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Austria,Austria,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Austria,Belgium,food_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,Belgium,food_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,0,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,1,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,2,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,3,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,4,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,5,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,6,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,7,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,8,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,9,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,10,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,11,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,12,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,13,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,14,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,15,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,16,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,17,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,18,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,19,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,20,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,21,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,22,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,23,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,24,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,25,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,26,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,27,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,28,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,29,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,30,0.0,0.2,0.0,inf,1.0
Austria,Belgium,housing,31,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,Belgium,nonfood_items_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,Denmark,food_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,0,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,1,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,2,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,3,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,4,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,5,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,6,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,7,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,8,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,9,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,10,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,11,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,12,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,13,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,14,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,15,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,16,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,17,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,18,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,19,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,20,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,21,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,22,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,23,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,24,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,25,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,26,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,27,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,28,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,29,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,30,0.0,0.2,0.0,inf,1.0
Austria,Denmark,housing,31,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,Denmark,nonfood_items_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,France,food_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,France,housing,0,0.0,0.2,0.0,inf,1.0
Austria,France,housing,1,0.0,0.2,0.0,inf,1.0
Austria,France,housing,2,0.0,0.2,0.0,inf,1.0
Austria,France,housing,3,0.0,0.2,0.0,inf,1.0
Austria,France,housing,4,0.0,0.2,0.0,inf,1.0
Austria,France,housing,5,0.0,0.2,0.0,inf,1.0
Austria,France,housing,6,0.0,0.2,0.0,inf,1.0
Austria,France,housing,7,0.0,0.2,0.0,inf,1.0
Austria,France,housing,8,0.0,0.2,0.0,inf,1.0
Austria,France,housing,9,0.0,0.2,0.0,inf,1.0
Austria,France,housing,10,0.0,0.2,0.0,inf,1.0
Austria,France,housing,11,0.0,0.2,0.0,inf,1.0
Austria,France,housing,12,0.0,0.2,0.0,inf,1.0
Austria,France,housing,13,0.0,0.2,0.0,inf,1.0
Austria,France,housing,14,0.0,0.2,0.0,inf,1.0
Austria,France,housing,15,0.0,0.2,0.0,inf,1.0
Austria,France,housing,16,0.0,0.2,0.0,inf,1.0
Austria,France,housing,17,0.0,0.2,0.0,inf,1.0
Austria,France,housing,18,0.0,0.2,0.0,inf,1.0
Austria,France,housing,19,0.0,0.2,0.0,inf,1.0
Austria,France,housing,20,0.0,0.2,0.0,inf,1.0
Austria,France,housing,21,0.0,0.2,0.0,inf,1.0
Austria,France,housing,22,0.0,0.2,0.0,inf,1.0
Austria,France,housing,23,0.0,0.2,0.0,inf,1.0
Austria,France,housing,24,0.0,0.2,0.0,inf,1.0
Austria,France,housing,25,0.0,0.2,0.0,inf,1.0
Austria,France,housing,26,0.0,0.2,0.0,inf,1.0
Austria,France,housing,27,0.0,0.2,0.0,inf,1.0
Austria,France,housing,28,0.0,0.2,0.0,inf,1.0
Austria,France,housing,29,0.0,0.2,0.0,inf,1.0
Austria,France,housing,30,0.0,0.2,0.0,inf,1.0
Austria,France,housing,31,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,3,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,4,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,5,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,6,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,7,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,8,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,9,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,10,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,11,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,12,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,13,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,14,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,15,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,16,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,17,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,18,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,19,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,20,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,21,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,22,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,23,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,24,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,25,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,26,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,27,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,28,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,29,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,30,0.0,0.2,0.0,inf,1.0
Austria,France,nonfood_items_clothing,31,0.0,0.2,0.0,inf,1.0
Austria,Germany,food_clothing,0,0.0,0.2,0.0,inf,1.0
Austria,Germany,food_clothing,1,0.0,0.2,0.0,inf,1.0
Austria,Germany,food_clothing,2,0.0,0.2,0.0,inf,1.0
Austria,Germany,food_clothing,3,0.0,0.2,0.0,inf,1.0
